"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
190325;2019-02-09;"7";"15:30:00";"PE";101;29,9;"IGARASSU";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Desvio Temporário";"Não";1;0;1;0;0;0;1;1;"-7.7392";"-34.9432";"SR-PE";"DEL11/1";"UOP02/PE"
190326;2019-02-09;"7";"17:22:00";"PR";116;210;"RIO NEGRO";"Ingestão de Álcool";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";1;0;1;0;0;0;1;1;"-26.101749";"-49.780796";"SR-SC";"DEL8/6";"UOP01/SC"
190327;2019-02-09;"7";"14:00:00";"AM";174;1082;"PRESIDENTE FIGUEIREDO";"Velocidade Incompatível";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";1;0;0;0;0;1;0;1;"-1.35393892";"-60.36197662";"SR-AM";"UOP02/AM";""
190328;2019-02-09;"7";"16:45:00";"SP";381;76;"SAO PAULO";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;"-23.40432552";"-46.57628596";"SR-SP";"DEL6/3";"UOP02/SP"
190330;2019-02-09;"7";"15:45:00";"RR";174;501;"BOA VISTA";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;2;0;0;0;2;1;"2.781689";"-60.703827";"SR-RR";"UOP01/RR";""
190331;2019-02-09;"7";"18:40:00";"SC";101;133,5;"BALNEARIO CAMBORIU";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Interseção de vias";"Sim";2;0;1;0;1;0;1;2;"-27.0021";"-48.6362";"SR-SC";"DEL8/4";"UOP03/SC"
190332;2019-02-09;"7";"17:30:00";"RN";226;2,6;"NATAL";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;0;2;0;1;3;"-5.81365";"-35.246655";"SR-RN";"DEL15/1";"UOP02/RN"
190333;2019-02-09;"7";"13:00:00";"AC";317;82;"SENADOR GUIOMARD";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;"-10.104242";"-67.666687";"SR-AC";"UOP01/AC";""
190334;2019-02-09;"7";"18:25:00";"PR";272;367,2;"CAMPO MOURAO";"Defeito Mecânico no Veículo";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";1;0;0;0;1;0;0;1;"-24.050636";"-52.401699";"SR-PR";"DEL7/4";"UOP05/PR"
190335;2019-02-09;"7";"18:30:00";"PE";316;87;"OURICURI";"Falta de Atenção à Condução";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;"-7.89303";"-40.054699";"SR-PE";"DEL11/5";"UOP02/PE"
190336;2019-02-09;"7";"13:00:00";"PE";232;145;"SAO CAITANO";"Defeito Mecânico no Veículo";"Danos eventuais";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;1;"-8.329969";"-36.145531";"SR-PE";"DEL11/2";"UOP02/PE"
190337;2019-02-09;"7";"18:52:00";"MG";262;819,4;"UBERABA";"Defeito Mecânico no Veículo";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";4;0;3;0;1;0;3;1;"-19.762642";"-48.135693";"SR-MG";"DEL13";"UOP01/MG"
190338;2019-02-09;"7";"19:20:00";"MG";381;528;"BRUMADINHO";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;"-20.1634";"-44.3399";"SR-MG";"DEL4/4";"UOP03/MG"
190339;2019-02-09;"7";"16:30:00";"MG";365;353,2;"PATROCINIO";"Fenômenos da Natureza";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;"-18.837223";"-46.841389";"SR-MG";"DEL4/10";"UOP01/MG"
190340;2019-02-09;"7";"19:00:00";"PR";116;165;"QUITANDINHA";"Ingestão de Álcool";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;"-25.874659";"-49.48101";"SR-PR";"DEL7/1";"UOP03/PR"
190342;2019-02-09;"7";"16:45:00";"PR";376;329,7;"ORTIGUEIRA";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Não";5;0;2;2;1;0;4;2;"-24.08655008";"-51.05591297";"SR-PR";"DEL7/7";"UOP02/PR"
190343;2019-02-09;"7";"18:50:00";"MS";163;204,7;"CAARAPO";"Defeito Mecânico no Veículo";"Saída de leito carroçável";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;"-22.66407342";"-54.79849534";"SR-MS";"DEL3/4";"UOP02/MS"
190344;2019-02-09;"7";"18:50:00";"MG";381;459;"BELO HORIZONTE";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Dupla";"Retorno Regulamentado";"Sim";2;0;1;1;0;0;2;2;"-19.84546378";"-43.88666332";"SR-MG";"DEL4/1";"UOP01/MG"
190345;2019-02-09;"7";"18:40:00";"CE";222;2,8;"FORTALEZA";"Ingestão de Álcool";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;1;"-3.739117";"-38.586914";"SR-CE";"DEL16/1";"UOP01/CE"
190347;2019-02-09;"7";"19:30:00";"RS";290;27;"SANTO ANTONIO DA PATRULHA";"Defeito Mecânico no Veículo";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;2;"-29.881359";"-50.524544";"SR-RS";"DEL9/3";"UOP02/RS"
190348;2019-02-09;"7";"18:50:00";"MG";381;2;"BETIM";"Ingestão de Álcool";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;"-19.96825";"-44.198708";"SR-MG";"DEL4/1";"UOP03/MG"
190349;2019-02-09;"7";"20:00:00";"SC";101;208;"SAO JOSE";"Ingestão de Álcool";"Colisão com objeto estático";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";3;0;1;0;1;1;1;2;"-27.6101";"-48.6388";"SR-SC";"DEL8/1";"UOP01/SC"
190350;2019-02-09;"7";"15:30:00";"MT";70;217,6;"GENERAL CARNEIRO";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;"-15.68221256";"-53.85017395";"SR-MT";"DEL2/5";"UOP01/MT"
190351;2019-02-09;"7";"16:05:00";"RO";364;331;"PRESIDENTE MEDICI";"Defeito na Via";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;"-10.97573";"-61.917217";"SR-RO";"DEL21/2";"UOP01/RO"
190352;2019-02-09;"7";"18:15:00";"PE";428;185,8;"PETROLINA";"Ingestão de Álcool";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;0;2;0;0;2;"-9.35928289";"-40.48015594";"SR-PE";"DEL11/6";"UOP01/PE"
190353;2019-02-09;"7";"17:40:00";"BA";324;513,5;"FEIRA DE SANTANA";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;0;1;1;1;2;"-12.23187655";"-38.9549348";"SR-BA";"DEL10/2";"UOP01/BA"
190354;2019-02-09;"7";"17:00:00";"SP";116;162;"JACAREI";"Ingestão de Álcool";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Interseção de vias";"Sim";1;0;1;0;0;0;1;1;"-23.28108844";"-45.98327637";"SR-SP";"DEL6/2";"UOP01/SP"
190355;2019-02-09;"7";"18:10:00";"MG";40;796,9;"JUIZ DE FORA";"Pista Escorregadia";"Colisão com objeto estático";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Não Informado";"Não";1;0;0;0;1;0;0;1;"-21.8108";"-43.3926";"SR-MG";"DEL5";"UOP01/MG"
190356;2019-02-09;"7";"19:51:00";"SP";116;144,8;"SAO JOSE DOS CAMPOS";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Múltipla";"Não Informado";"Não";3;0;2;0;1;0;2;2;"-23.182779";"-45.846405";"SR-SP";"DEL6/2";"UOP01/SP"
190357;2019-02-09;"7";"15:58:00";"MT";70;408;"CAMPO VERDE";"Velocidade Incompatível";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";4;0;1;0;3;0;1;2;"-15.673898";"-55.275864";"SR-MT";"DEL2/1";"UOP02/MT"
190358;2019-02-09;"7";"18:40:00";"PB";230;24,1;"JOAO PESSOA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Não Informado";"Sim";3;0;1;0;2;0;1;3;"-7.1637";"-34.8618";"SR-PB";"DEL14/1";"UOP00/PB"
190359;2019-02-09;"7";"20:13:00";"SP";116;180,8;"GUARAREMA";"Falta de Atenção à Condução";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";5;0;0;0;5;0;0;3;"-23.33896119";"-46.15011513";"SR-SP";"DEL6/2";"UOP01/SP"
190360;2019-02-09;"7";"19:30:00";"PE";101;72;"RECIFE";"Falta de Atenção à Condução";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;1;0;1;2;"-8.0943";"-34.9482";"SR-PE";"DEL11/1";"UOP01/PE"
190361;2019-02-09;"7";"18:20:00";"BA";410;12;"RIBEIRA DO POMBAL";"Animais na Pista";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";4;0;2;0;2;0;2;2;"-10.85792087";"-38.59806061";"SR-BA";"DEL10/7";"UOP02/BA"
190362;2019-02-09;"7";"20:20:00";"PR";476;154;"ARAUCARIA";"Ingestão de Álcool";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;"-25.584223";"-49.401379";"SR-PR";"DEL7/1";"UOP04/PR"
190363;2019-02-09;"7";"20:30:00";"MG";116;32,6;"CACHOEIRA DE PAJEU";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;1;0;1;1;0;1;2;"-15.923079";"-41.395221";"SR-BA";"DEL10/8";"UOP03/BA"
190364;2019-02-09;"7";"21:00:00";"PR";376;262,9;"CALIFORNIA";"Falta de Atenção à Condução";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;1;0;0;1;1;"-23.70501239";"-51.32773876";"SR-PR";"DEL7/7";"UOP03/PR"
190365;2019-02-09;"7";"21:00:00";"GO";60;167;"GOIANIA";"Falta de Atenção à Condução";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Vento";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-16.7175";"-49.3663";"SR-GO";"DEL1/1";"UOP02/GO"
190366;2019-02-09;"7";"20:10:00";"RS";392;348,9;"SANTA MARIA";"Ingestão de Álcool";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";1;0;1;0;0;0;1;1;"-29.752571";"-53.789837";"SR-RS";"DEL9/9";"UOP01/RS"
190367;2019-02-09;"7";"21:10:00";"SC";101;136;"BALNEARIO CAMBORIU";"Ingestão de Álcool";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;2;0;1;0;2;2;"-27.0158";"-48.6117";"SR-SC";"DEL8/4";"UOP03/SC"
190368;2019-02-09;"7";"20:50:00";"ES";101;296;"CARIACICA";"Ingestão de Álcool";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-20.33796402";"-40.40282607";"SR-ES";"DEL12/1";"UOP01/ES"
190369;2019-02-09;"7";"21:00:00";"RJ";NA;NA;"RIO BONITO";"Desobediência às normas de trânsito pelo condutor";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Não Informado";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;0;2;0;1;2;"-22.72030408";"-42.68041676";"SR-RJ";"DEL5/2";"UOP03/RJ"
190370;2019-02-09;"7";"21:00:00";"RS";290;106,1;"ELDORADO DO SUL";"Falta de Atenção à Condução";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;1;"-29.998999";"-51.294563";"SR-RS";"DEL9/2";"UOP01/RS"
190371;2019-02-09;"7";"21:20:00";"SP";116;283,7;"EMBU DAS ARTES";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Dupla";"Reta";"Sim";2;1;0;0;0;1;0;1;"-23.67859938";"-46.85821479";"SR-SP";"DEL6/4";"UOP01/SP"
190373;2019-02-09;"7";"21:15:00";"PR";369;173,3;"ROLANDIA";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;0;0;3;0;0;2;"-23.311411";"-51.371239";"SR-PR";"DEL7/7";"UOP01/PR"
190374;2019-02-09;"7";"20:50:00";"PE";316;72;"OURICURI";"Ingestão de Álcool";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;1;0;1;2;"-7.817543";"-40.16547";"SR-PE";"DEL11/5";"UOP02/PE"
190375;2019-02-09;"7";"20:00:00";"AL";316;265,8;"SATUBA";"Falta de Atenção à Condução";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;"-9.587583";"-35.878014";"SR-AL";"DEL13/2";"UOP01/AL"
190376;2019-02-09;"7";"21:10:00";"PR";376;489,3;"PONTA GROSSA";"Ingestão de Álcool";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;"-25.09749378";"-50.19712865";"SR-PR";"DEL7/3";"UOP03/PR"
190377;2019-02-09;"7";"21:00:00";"RN";101;84,7;"NATAL";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Viaduto";"Sim";3;0;0;0;3;0;0;3;"-5.774175";"-35.257801";"SR-RN";"DEL15/2";"UOP01/RN"
190378;2019-02-09;"7";"22:10:00";"SP";116;296,5;"ITAPECERICA DA SERRA";"Pista Escorregadia";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;1;"-23.77133531";"-46.91188227";"SR-SP";"DEL6/4";"UOP01/SP"
190380;2019-02-09;"7";"21:40:00";"PR";369;153,8;"LONDRINA";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Interseção de vias";"Sim";5;0;2;0;3;0;2;2;"-23.29798691";"-51.19628102";"SR-PR";"DEL7/7";"UOP01/PR"
190381;2019-02-09;"7";"22:05:00";"RS";285;101,3;"MONTE ALEGRE DOS CAMPOS";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";4;0;0;4;0;0;4;2;"-28.5700593";"-50.77945232";"SR-RS";"DEL9/5";"UOP03/RS"
190382;2019-02-09;"7";"22:00:00";"RS";392;626,4;"SETE DE SETEMBRO";"Falta de Atenção à Condução";"Colisão transversal";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;1;1;0;2;"-28.18075391";"-54.3797493";"SR-RS";"DEL9/10";"UOP01/RS"
190383;2019-02-09;"7";"21:05:00";"SC";101;46,3;"JOINVILLE";"Falta de Atenção à Condução";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Não Informado";"Sim";3;0;1;0;1;1;1;3;"-26.3667";"-48.858";"SR-SC";"DEL8/3";"UOP01/SC"
190385;2019-02-09;"7";"11:00:00";"RS";290;92,9;"PORTO ALEGRE";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;2;"-29.971916";"-51.176838";"SR-RS";"DEL9/1";"UOP01/RS"
190386;2019-02-09;"7";"14:00:00";"BA";110;51;"JEREMOABO";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";24;0;10;0;13;1;10;3;"-9.8759";"-38.2699";"SR-BA";"DEL10/7";"UOP01/BA"
190387;2019-02-09;"7";"22:00:00";"PR";163;284;"MARECHAL CANDIDO RONDON";"Ingestão de Álcool";"Colisão com objeto estático";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Sim";2;1;0;1;0;0;1;1;"-24.56875738";"-54.03416276";"SR-PR";"DEL7/6";"UOP04/PR"
190388;2019-02-09;"7";"22:55:00";"RJ";116;165,8;"RIO DE JANEIRO";"Ingestão de Álcool";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";2;0;1;0;0;1;1;1;"-22.80579119";"-43.34336227";"SR-RJ";"DEL5/1";"UOP02/RJ"
190389;2019-02-09;"7";"21:00:00";"RS";392;260,1;"CACAPAVA DO SUL";"Ingestão de Álcool";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Não";2;0;2;0;0;0;2;2;"-30.47547";"-53.482632";"SR-RS";"DEL9/9";"UOP02/RS"
190390;2019-02-09;"7";"19:30:00";"MG";40;510;"RIBEIRAO DAS NEVES";"Velocidade Incompatível";"Capotamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";2;0;0;2;0;0;2;1;"-19.7844";"-44.1152";"SR-MG";"DEL4/1";"UOP03/MG"
190391;2019-02-09;"7";"22:35:00";"BA";116;828;"VITORIA DA CONQUISTA";"Ingestão de Álcool";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Sim";1;0;1;0;0;0;1;1;"-14.88104568";"-40.85634112";"SR-BA";"DEL10/8";"UOP01/BA"
190392;2019-02-09;"7";"23:50:00";"ES";101;270;"SERRA";"Desobediência às normas de trânsito pelo pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;1;"-20.2261203";"-40.27038574";"SR-ES";"DEL12/2";"UOP01/ES"
190393;2019-02-09;"7";"23:05:00";"MG";116;32,6;"CACHOEIRA DE PAJEU";"Ingestão de Álcool";"Colisão com objeto estático";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;0;2;0;0;2;"-15.92303536";"-41.39527738";"SR-BA";"DEL10/8";"UOP03/BA"
190395;2019-02-09;"7";"21:30:00";"PR";476;168;"CONTENDA";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";1;0;0;1;0;0;1;1;"-25.661057";"-49.48967";"SR-PR";"DEL7/1";"UOP04/PR"
190396;2019-02-09;"7";"19:45:00";"SC";282;407,7;"CATANDUVAS";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";1;0;1;0;0;0;1;1;"-27.083517";"-51.662014";"SR-SC";"DEL7";"UOP07/SC"
190397;2019-02-10;"1";"00:10:00";"ES";101;205;"JOAO NEIVA";"Falta de Atenção à Condução";"Colisão com objeto estático";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Simples";"Interseção de vias";"Sim";1;0;0;0;1;0;0;1;"-19.75629907";"-40.37997192";"SR-ES";"DEL12/2";"UOP01/ES"
190399;2019-02-09;"7";"23:35:00";"MT";163;956;"NOVA SANTA HELENA";"Ingestão de Álcool";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Não Informado";"Sim";2;0;2;0;0;0;2;1;"-10.846505";"-55.186582";"SR-MT";"DEL2/6";"UOP02/MT"
190400;2019-02-10;"1";"00:55:00";"SP";116;224,7;"GUARULHOS";"Falta de Atenção à Condução";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-23.48618";"-46.5411";"SR-SP";"DEL6/1";"UOP01/SP"
190401;2019-02-10;"1";"00:45:00";"PR";369;184;"ARAPONGAS";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Múltipla";"Interseção de vias";"Sim";2;0;1;0;1;0;1;2;"-23.40155381";"-51.42766714";"SR-PR";"DEL7/7";"UOP03/PR"
190402;2019-02-09;"7";"19:00:00";"PE";232;132,3;"CARUARU";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;1;1;0;0;0;1;1;"-8.30492508";"-36.01112366";"SR-PE";"DEL11/2";"UOP02/PE"
190403;2019-02-10;"1";"00:25:00";"AL";104;32;"UNIAO DOS PALMARES";"Desobediência às normas de trânsito pelo condutor";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Ponte";"Não";3;0;2;0;1;0;2;2;"-9.13516356";"-36.02422893";"SR-AL";"DEL13/1";"UOP02/AL"
190404;2019-02-10;"1";"01:20:00";"MG";381;523,8;"BRUMADINHO";"Defeito Mecânico no Veículo";"Incêndio";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;"-20.1375";"-44.3159";"SR-MG";"DEL4/4";"UOP03/MG"
190405;2019-02-10;"1";"00:10:00";"MG";262;391;"FLORESTAL";"Ingestão de Álcool";"Colisão frontal";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;2;"-19.9033";"-44.5304";"SR-MG";"DEL4/1";"UOP03/MG"
190407;2019-02-10;"1";"01:30:00";"SE";235;12,2;"NOSSA SENHORA DO SOCORRO";"Animais na Pista";"Atropelamento de Animal";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Não";2;0;0;0;2;0;0;1;"-10.872643";"-37.163246";"SR-SE";"DEL20/1";"UOP01/SE"
190409;2019-02-10;"1";"02:45:00";"SC";470;62;"BLUMENAU";"Falta de Atenção à Condução";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;1;0;0;1;1;"-26.874521";"-49.182938";"SR-SC";"DEL8/4";"UOP01/SC"
190410;2019-02-10;"1";"01:00:00";"MG";381;813;"CAREACU";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Curva";"Não";2;0;2;0;0;0;2;1;"-22.0232";"-45.6793";"SR-MG";"DEL09";"UOP02/MG"
190411;2019-02-10;"1";"01:45:00";"CE";304;56,5;"ARACATI";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Ignorado";"Simples";"Reta";"Não";3;0;3;0;0;0;3;1;"-4.583702";"-37.711231";"SR-CE";"DEL16/3";"UOP03/CE"
190412;2019-02-10;"1";"03:10:00";"ES";101;204,5;"JOAO NEIVA";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Interseção de vias";"Sim";4;0;3;0;1;0;3;2;"-19.77128737";"-40.36812544";"SR-ES";"DEL12/2";"UOP01/ES"
190413;2019-02-10;"1";"03:20:00";"SC";101;201,8;"SAO JOSE";"Falta de Atenção à Condução";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";1;0;0;0;1;0;0;1;"-27.5572";"-48.6188";"SR-SC";"DEL8/1";"UOP01/SC"
190414;2019-02-10;"1";"02:25:00";"PR";277;671;"MEDIANEIRA";"Velocidade Incompatível";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-25.284861";"-54.087521";"SR-PR";"DEL7/5";"UOP02/PR"
190415;2019-02-10;"1";"02:50:00";"SP";116;488,7;"CAJATI";"Ingestão de Álcool";"Colisão lateral";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";4;0;0;0;4;0;0;2;"-24.74184249";"-48.11462402";"SR-SP";"DEL6/5";"UOP02/SP"
